granule,start,end,cloud_cover,size_mb,download_nc
EMIT_L2B_MIN_001_20240422T070229_2411305_012,2024-04-22T07:02:29.000Z,2024-04-22T07:02:49.000Z,30,172.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240422T070229_2411305_012/EMIT_L2B_MIN_001_20240422T070229_2411305_012.nc
EMIT_L2B_MIN_001_20241018T075236_2429205_003,2024-10-18T07:52:36.000Z,2024-10-18T07:52:56.000Z,30,153.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241018T075236_2429205_003/EMIT_L2B_MIN_001_20241018T075236_2429205_003.nc
EMIT_L2B_MIN_001_20260215T080540_2604606_007,2026-02-15T08:05:40.000Z,2026-02-15T08:05:56.000Z,30,150.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260215T080540_2604606_007/EMIT_L2B_MIN_001_20260215T080540_2604606_007.nc
EMIT_L2B_MIN_001_20240427T043420_2411803_017,2024-04-27T04:34:20.000Z,2024-04-27T04:34:32.000Z,31,85.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240427T043420_2411803_017/EMIT_L2B_MIN_001_20240427T043420_2411803_017.nc
EMIT_L2B_MIN_001_20240612T105419_2416407_009,2024-06-12T10:54:19.000Z,2024-06-12T10:54:31.000Z,31,100.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240612T105419_2416407_009/EMIT_L2B_MIN_001_20240612T105419_2416407_009.nc
EMIT_L2B_MIN_001_20241004T042650_2427803_012,2024-10-04T04:26:50.000Z,2024-10-04T04:27:01.000Z,31,85.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241004T042650_2427803_012/EMIT_L2B_MIN_001_20241004T042650_2427803_012.nc
EMIT_L2B_MIN_001_20250330T063211_2508904_004,2025-03-30T06:32:11.000Z,2025-03-30T06:32:23.000Z,31,97.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250330T063211_2508904_004/EMIT_L2B_MIN_001_20250330T063211_2508904_004.nc
EMIT_L2B_MIN_001_20230425T064949_2311505_038,2023-04-25T06:49:49.000Z,2023-04-25T06:50:01.000Z,32,103.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230425T064949_2311505_038/EMIT_L2B_MIN_001_20230425T064949_2311505_038.nc
EMIT_L2B_MIN_001_20231221T074732_2335505_007,2023-12-21T07:47:32.000Z,2023-12-21T07:47:48.000Z,32,133.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231221T074732_2335505_007/EMIT_L2B_MIN_001_20231221T074732_2335505_007.nc
EMIT_L2B_MIN_001_20240126T082026_2402606_002,2024-01-26T08:20:26.000Z,2024-01-26T08:20:46.000Z,32,136.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240126T082026_2402606_002/EMIT_L2B_MIN_001_20240126T082026_2402606_002.nc
EMIT_L2B_MIN_001_20240519T110655_2414008_007,2024-05-19T11:06:55.000Z,2024-05-19T11:07:07.000Z,32,99.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240519T110655_2414008_007/EMIT_L2B_MIN_001_20240519T110655_2414008_007.nc
EMIT_L2B_MIN_001_20250527T073535_2514705_006,2025-05-27T07:35:35.000Z,2025-05-27T07:35:47.000Z,32,107.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250527T073535_2514705_006/EMIT_L2B_MIN_001_20250527T073535_2514705_006.nc
EMIT_L2B_MIN_001_20260420T065824_2611004_031,2026-04-20T06:58:24.000Z,2026-04-20T06:58:36.000Z,32,123.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260420T065824_2611004_031/EMIT_L2B_MIN_001_20260420T065824_2611004_031.nc
EMIT_L2B_MIN_001_20230421T082725_2311106_039,2023-04-21T08:27:25.000Z,2023-04-21T08:27:37.000Z,33,98.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230421T082725_2311106_039/EMIT_L2B_MIN_001_20230421T082725_2311106_039.nc
EMIT_L2B_MIN_001_20230817T092737_2322906_039,2023-08-17T09:27:37.000Z,2023-08-17T09:27:49.000Z,33,92.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230817T092737_2322906_039/EMIT_L2B_MIN_001_20230817T092737_2322906_039.nc
EMIT_L2B_MIN_001_20240426T052313_2411704_005,2024-04-26T05:23:13.000Z,2024-04-26T05:23:25.000Z,33,102.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240426T052313_2411704_005/EMIT_L2B_MIN_001_20240426T052313_2411704_005.nc
EMIT_L2B_MIN_001_20250531T055918_2515104_006,2025-05-31T05:59:18.000Z,2025-05-31T05:59:30.000Z,33,98.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250531T055918_2515104_006/EMIT_L2B_MIN_001_20250531T055918_2515104_006.nc
EMIT_L2B_MIN_001_20230131T071246_2303105_010,2023-01-31T07:12:46.000Z,2023-01-31T07:12:58.000Z,34,101.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230131T071246_2303105_010/EMIT_L2B_MIN_001_20230131T071246_2303105_010.nc
EMIT_L2B_MIN_001_20250928T064607_2527104_012,2025-09-28T06:46:07.000Z,2025-09-28T06:46:19.000Z,34,87.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250928T064607_2527104_012/EMIT_L2B_MIN_001_20250928T064607_2527104_012.nc
EMIT_L2B_MIN_001_20230422T073956_2311205_044,2023-04-22T07:39:56.000Z,2023-04-22T07:40:14.000Z,35,144.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230422T073956_2311205_044/EMIT_L2B_MIN_001_20230422T073956_2311205_044.nc
EMIT_L2B_MIN_001_20240225T052252_2405604_001,2024-02-25T05:22:52.000Z,2024-02-25T05:23:04.000Z,35,89.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240225T052252_2405604_001/EMIT_L2B_MIN_001_20240225T052252_2405604_001.nc
EMIT_L2B_MIN_001_20241004T042701_2427803_013,2024-10-04T04:27:01.000Z,2024-10-04T04:27:13.000Z,35,84.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241004T042701_2427803_013/EMIT_L2B_MIN_001_20241004T042701_2427803_013.nc
EMIT_L2B_MIN_001_20230327T090017_2308606_005,2023-03-27T09:00:17.000Z,2023-03-27T09:00:29.000Z,36,93.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230327T090017_2308606_005/EMIT_L2B_MIN_001_20230327T090017_2308606_005.nc
EMIT_L2B_MIN_001_20230403T063832_2309305_008,2023-04-03T06:38:32.000Z,2023-04-03T06:38:44.000Z,37,105.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230403T063832_2309305_008/EMIT_L2B_MIN_001_20230403T063832_2309305_008.nc
EMIT_L2B_MIN_001_20230408T041532_2309803_005,2023-04-08T04:15:32.000Z,2023-04-08T04:15:43.000Z,37,92.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230408T041532_2309803_005/EMIT_L2B_MIN_001_20230408T041532_2309803_005.nc
EMIT_L2B_MIN_001_20230929T074558_2327205_011,2023-09-29T07:45:58.000Z,2023-09-29T07:46:10.000Z,37,97.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230929T074558_2327205_011/EMIT_L2B_MIN_001_20230929T074558_2327205_011.nc
EMIT_L2B_MIN_001_20240628T042947_2418003_002,2024-06-28T04:29:47.000Z,2024-06-28T04:29:59.000Z,37,100.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240628T042947_2418003_002/EMIT_L2B_MIN_001_20240628T042947_2418003_002.nc
EMIT_L2B_MIN_001_20260520T093045_2614006_023,2026-05-20T09:30:45.000Z,2026-05-20T09:30:56.000Z,37,123.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260520T093045_2614006_023/EMIT_L2B_MIN_001_20260520T093045_2614006_023.nc
EMIT_L2B_MIN_001_20230226T054801_2305704_026,2023-02-26T05:48:01.000Z,2023-02-26T05:48:13.000Z,38,101.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230226T054801_2305704_026/EMIT_L2B_MIN_001_20230226T054801_2305704_026.nc
EMIT_L2B_MIN_001_20231017T093039_2329006_039,2023-10-17T09:30:39.000Z,2023-10-17T09:30:51.000Z,38,93.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231017T093039_2329006_039/EMIT_L2B_MIN_001_20231017T093039_2329006_039.nc
EMIT_L2B_MIN_001_20260211T093703_2604207_023,2026-02-11T09:37:03.000Z,2026-02-11T09:37:26.000Z,38,196.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260211T093703_2604207_023/EMIT_L2B_MIN_001_20260211T093703_2604207_023.nc
EMIT_L2B_MIN_001_20260329T062615_2608804_009,2026-03-29T06:26:15.000Z,2026-03-29T06:26:27.000Z,38,114.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260329T062615_2608804_009/EMIT_L2B_MIN_001_20260329T062615_2608804_009.nc
EMIT_L2B_MIN_001_20260523T084531_2614306_007,2026-05-23T08:45:31.000Z,2026-05-23T08:45:43.000Z,38,114.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260523T084531_2614306_007/EMIT_L2B_MIN_001_20260523T084531_2614306_007.nc
EMIT_L2B_MIN_001_20220831T043533_2224303_012,2022-08-31T04:35:33.000Z,2022-08-31T04:35:56.000Z,39,152.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220831T043533_2224303_012/EMIT_L2B_MINUNCERT_001_20220831T043533_2224303_012.nc
EMIT_L2B_MIN_001_20230817T092749_2322906_040,2023-08-17T09:27:49.000Z,2023-08-17T09:28:00.000Z,39,100.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230817T092749_2322906_040/EMIT_L2B_MIN_001_20230817T092749_2322906_040.nc
EMIT_L2B_MIN_001_20230930T065813_2327305_011,2023-09-30T06:58:13.000Z,2023-09-30T06:58:31.000Z,39,137.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230930T065813_2327305_011/EMIT_L2B_MIN_001_20230930T065813_2327305_011.nc
EMIT_L2B_MIN_001_20231025T061916_2329804_031,2023-10-25T06:19:16.000Z,2023-10-25T06:19:27.000Z,39,97.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231025T061916_2329804_031/EMIT_L2B_MIN_001_20231025T061916_2329804_031.nc
EMIT_L2B_MIN_001_20250527T073459_2514705_003,2025-05-27T07:34:59.000Z,2025-05-27T07:35:11.000Z,40,105.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250527T073459_2514705_003/EMIT_L2B_MIN_001_20250527T073459_2514705_003.nc
EMIT_L2B_MIN_001_20260604T040051_2615503_003,2026-06-04T04:00:51.000Z,2026-06-04T04:01:03.000Z,40,121.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260604T040051_2615503_003/EMIT_L2B_MIN_001_20260604T040051_2615503_003.nc
EMIT_L2B_MIN_001_20230124T093845_2302407_004,2023-01-24T09:38:45.000Z,2023-01-24T09:38:57.000Z,41,85.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230124T093845_2302407_004/EMIT_L2B_MIN_001_20230124T093845_2302407_004.nc
EMIT_L2B_MIN_001_20251002T051017_2527503_010,2025-10-02T05:10:17.000Z,2025-10-02T05:10:29.000Z,41,97.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251002T051017_2527503_010/EMIT_L2B_MIN_001_20251002T051017_2527503_010.nc
EMIT_L2B_MIN_001_20251130T052838_2533403_012,2025-11-30T05:28:38.000Z,2025-11-30T05:28:54.000Z,41,132.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251130T052838_2533403_012/EMIT_L2B_MIN_001_20251130T052838_2533403_012.nc
EMIT_L2B_MIN_001_20250531T055906_2515104_005,2025-05-31T05:59:06.000Z,2025-05-31T05:59:18.000Z,42,97.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250531T055906_2515104_005/EMIT_L2B_MIN_001_20250531T055906_2515104_005.nc
EMIT_L2B_MIN_001_20251003T042222_2527602_002,2025-10-03T04:22:22.000Z,2025-10-03T04:22:34.000Z,42,93.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251003T042222_2527602_002/EMIT_L2B_MIN_001_20251003T042222_2527602_002.nc
EMIT_L2B_MIN_001_20251130T052638_2533403_007,2025-11-30T05:26:38.000Z,2025-11-30T05:26:49.000Z,42,109.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251130T052638_2533403_007/EMIT_L2B_MIN_001_20251130T052638_2533403_007.nc
EMIT_L2B_MIN_001_20230621T080151_2317205_046,2023-06-21T08:01:51.000Z,2023-06-21T08:02:03.000Z,43,98.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230621T080151_2317205_046/EMIT_L2B_MIN_001_20230621T080151_2317205_046.nc
EMIT_L2B_MIN_001_20240422T070217_2411305_011,2024-04-22T07:02:17.000Z,2024-04-22T07:02:29.000Z,43,104.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240422T070217_2411305_011/EMIT_L2B_MIN_001_20240422T070217_2411305_011.nc
EMIT_L2B_MIN_001_20260329T062447_2608804_005,2026-03-29T06:24:47.000Z,2026-03-29T06:25:06.000Z,43,159.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260329T062447_2608804_005/EMIT_L2B_MIN_001_20260329T062447_2608804_005.nc
EMIT_L2B_MIN_001_20260623T050734_2617403_028,2026-06-23T05:07:34.000Z,2026-06-23T05:07:46.000Z,43,118.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260623T050734_2617403_028/EMIT_L2B_MIN_001_20260623T050734_2617403_028.nc
EMIT_L2B_MIN_001_20260627T033329_2617802_003,2026-06-27T03:33:29.000Z,2026-06-27T03:33:41.000Z,43,128.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260627T033329_2617802_003/EMIT_L2B_MIN_001_20260627T033329_2617802_003.nc
EMIT_L2B_MIN_001_20220904T025904_2224702_004,2022-09-04T02:59:04.000Z,2022-09-04T02:59:16.000Z,44,76.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220904T025904_2224702_004/EMIT_L2B_MIN_001_20220904T025904_2224702_004.nc
EMIT_L2B_MIN_001_20230124T093908_2302407_006,2023-01-24T09:39:08.000Z,2023-01-24T09:39:20.000Z,44,83.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230124T093908_2302407_006/EMIT_L2B_MINUNCERT_001_20230124T093908_2302407_006.nc
EMIT_L2B_MIN_001_20230526T094141_2314607_010,2023-05-26T09:41:41.000Z,2023-05-26T09:41:53.000Z,44,107.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230526T094141_2314607_010/EMIT_L2B_MIN_001_20230526T094141_2314607_010.nc
EMIT_L2B_MIN_001_20260128T055405_2602803_012,2026-01-28T05:54:05.000Z,2026-01-28T05:54:24.000Z,44,117.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260128T055405_2602803_012/EMIT_L2B_MIN_001_20260128T055405_2602803_012.nc
EMIT_L2B_MIN_001_20220904T025852_2224702_003,2022-09-04T02:58:52.000Z,2022-09-04T02:59:04.000Z,45,77.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220904T025852_2224702_003/EMIT_L2B_MIN_001_20220904T025852_2224702_003.nc
EMIT_L2B_MIN_001_20230527T085205_2314706_004,2023-05-27T08:52:05.000Z,2023-05-27T08:52:17.000Z,45,98.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230527T085205_2314706_004/EMIT_L2B_MIN_001_20230527T085205_2314706_004.nc
EMIT_L2B_MIN_001_20230629T044435_2318003_025,2023-06-29T04:44:35.000Z,2023-06-29T04:44:46.000Z,46,105.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230629T044435_2318003_025/EMIT_L2B_MIN_001_20230629T044435_2318003_025.nc
EMIT_L2B_MIN_001_20231021T075414_2329405_038,2023-10-21T07:54:14.000Z,2023-10-21T07:54:26.000Z,46,101.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231021T075414_2329405_038/EMIT_L2B_MIN_001_20231021T075414_2329405_038.nc
EMIT_L2B_MIN_001_20251130T052649_2533403_008,2025-11-30T05:26:49.000Z,2025-11-30T05:27:09.000Z,46,161.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251130T052649_2533403_008/EMIT_L2B_MIN_001_20251130T052649_2533403_008.nc
EMIT_L2B_MIN_001_20230124T093809_2302407_001,2023-01-24T09:38:09.000Z,2023-01-24T09:38:21.000Z,47,80.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230124T093809_2302407_001/EMIT_L2B_MIN_001_20230124T093809_2302407_001.nc
EMIT_L2B_MIN_001_20230302T041436_2306103_012,2023-03-02T04:14:36.000Z,2023-03-02T04:14:47.000Z,47,83.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230302T041436_2306103_012/EMIT_L2B_MIN_001_20230302T041436_2306103_012.nc
EMIT_L2B_MIN_001_20230323T103630_2308207_012,2023-03-23T10:36:30.000Z,2023-03-23T10:36:41.000Z,47,87.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230323T103630_2308207_012/EMIT_L2B_MIN_001_20230323T103630_2308207_012.nc
EMIT_L2B_MIN_001_20230422T073932_2311205_042,2023-04-22T07:39:32.000Z,2023-04-22T07:39:44.000Z,47,92.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230422T073932_2311205_042/EMIT_L2B_MIN_001_20230422T073932_2311205_042.nc
EMIT_L2B_MIN_001_20230929T074510_2327205_007,2023-09-29T07:45:10.000Z,2023-09-29T07:45:22.000Z,47,98.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230929T074510_2327205_007/EMIT_L2B_MIN_001_20230929T074510_2327205_007.nc
EMIT_L2B_MIN_001_20230124T093857_2302407_005,2023-01-24T09:38:57.000Z,2023-01-24T09:39:08.000Z,48,84.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230124T093857_2302407_005/EMIT_L2B_MINUNCERT_001_20230124T093857_2302407_005.nc
EMIT_L2B_MIN_001_20230227T050032_2305803_018,2023-02-27T05:00:32.000Z,2023-02-27T05:00:44.000Z,48,84.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230227T050032_2305803_018/EMIT_L2B_MIN_001_20230227T050032_2305803_018.nc
EMIT_L2B_MIN_001_20230403T063820_2309305_007,2023-04-03T06:38:20.000Z,2023-04-03T06:38:32.000Z,48,105.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230403T063820_2309305_007/EMIT_L2B_MIN_001_20230403T063820_2309305_007.nc
EMIT_L2B_MIN_001_20230624T071207_2317505_040,2023-06-24T07:12:07.000Z,2023-06-24T07:12:19.000Z,48,92.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230624T071207_2317505_040/EMIT_L2B_MIN_001_20230624T071207_2317505_040.nc
EMIT_L2B_MIN_001_20250531T055854_2515104_004,2025-05-31T05:58:54.000Z,2025-05-31T05:59:06.000Z,48,91.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250531T055854_2515104_004/EMIT_L2B_MIN_001_20250531T055854_2515104_004.nc
EMIT_L2B_MIN_001_20250921T091311_2526406_020,2025-09-21T09:13:11.000Z,2025-09-21T09:13:31.000Z,48,153.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250921T091311_2526406_020/EMIT_L2B_MIN_001_20250921T091311_2526406_020.nc
EMIT_L2B_MIN_001_20230418T091636_2310806_044,2023-04-18T09:16:36.000Z,2023-04-18T09:16:48.000Z,49,95.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230418T091636_2310806_044/EMIT_L2B_MIN_001_20230418T091636_2310806_044.nc
EMIT_L2B_MIN_001_20230821T075248_2323305_037,2023-08-21T07:52:48.000Z,2023-08-21T07:53:00.000Z,49,95.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230821T075248_2323305_037/EMIT_L2B_MIN_001_20230821T075248_2323305_037.nc
EMIT_L2B_MIN_001_20230825T061733_2323704_030,2023-08-25T06:17:33.000Z,2023-08-25T06:17:45.000Z,49,93.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230825T061733_2323704_030/EMIT_L2B_MIN_001_20230825T061733_2323704_030.nc
EMIT_L2B_MIN_001_20231018T084226_2329106_042,2023-10-18T08:42:26.000Z,2023-10-18T08:42:38.000Z,49,99.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231018T084226_2329106_042/EMIT_L2B_MIN_001_20231018T084226_2329106_042.nc
EMIT_L2B_MIN_001_20251130T052826_2533403_011,2025-11-30T05:28:26.000Z,2025-11-30T05:28:38.000Z,49,98.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251130T052826_2533403_011/EMIT_L2B_MIN_001_20251130T052826_2533403_011.nc
EMIT_L2B_MIN_001_20260220T054739_2605104_001,2026-02-20T05:47:39.000Z,2026-02-20T05:47:51.000Z,49,83.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260220T054739_2605104_001/EMIT_L2B_MIN_001_20260220T054739_2605104_001.nc
EMIT_L2B_MIN_001_20251024T052744_2529704_001,2025-10-24T05:27:44.000Z,2025-10-24T05:27:56.000Z,50,98.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251024T052744_2529704_001/EMIT_L2B_MIN_001_20251024T052744_2529704_001.nc
EMIT_L2B_MIN_001_20230403T063844_2309305_009,2023-04-03T06:38:44.000Z,2023-04-03T06:38:56.000Z,51,104.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230403T063844_2309305_009/EMIT_L2B_MIN_001_20230403T063844_2309305_009.nc
EMIT_L2B_MIN_001_20230422T073921_2311205_041,2023-04-22T07:39:21.000Z,2023-04-22T07:39:32.000Z,51,92.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230422T073921_2311205_041/EMIT_L2B_MIN_001_20230422T073921_2311205_041.nc
EMIT_L2B_MIN_001_20230817T092812_2322906_042,2023-08-17T09:28:12.000Z,2023-08-17T09:28:24.000Z,51,90.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230817T092812_2322906_042/EMIT_L2B_MIN_001_20230817T092812_2322906_042.nc
